key,input,solubility
OJOWICOBYCXEKR-KRXBUXKQSA-N,C\C=C1/CC2CC1C=C2,-3.357
PZIMIYVOZBTARW-UHFFFAOYSA-N,CCN(C(=O)N(CC)c1ccccc1)c2ccccc2,-3.908
HUIYGGQINIVDNW-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1N,-2.563
ZCTQGTTXIYCGGC-UHFFFAOYSA-N,Oc1ccccc1C(=O)OCc2ccccc2,-3.546
AFCAKJKUYFLYFK-UHFFFAOYSA-N,CCCC[Sn](CCCC)(CCCC)CCCC,-6.864
CRGZYKWWYNQGEC-UHFFFAOYSA-N,[Mg++].C[O-].C[O-],0.381
WLZRMCYVCSSEQC-UHFFFAOYSA-N,[Cd++],-6.882
USFSONWQSVCJBO-UHFFFAOYSA-N,O[S](=O)(=O)c1cccc2cc(Nc3ccccc3)cc(Nc4ccccc4)c12,-5.309
HQOVXPHOJANJBR-UHFFFAOYSA-N,CCC(C)(OOC(C)(C)C)OOC(C)(C)C,-3.437
LTYMSROWYAPPGB-UHFFFAOYSA-N,S(c1ccccc1)c2ccccc2,-3.721
ALXCWDABTQQKAH-UHFFFAOYSA-N,CCOCCCN[S](=O)(=O)c1ccc(Oc2cc(O)c3C(=O)c4ccccc4C(=O)c3c2N)cc1,-5.245
AUHHYELHRWCWEZ-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,-5.146
KJAXOZTWNHRZQG-UHFFFAOYSA-L,[Ca++].CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O,-1.996
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,2.297
OHBQPCCCRFSCAX-UHFFFAOYSA-N,COc1ccc(OC)cc1,-1.317
HLMIVULQFMULRM-UHFFFAOYSA-N,C1CCC(CC1)OCCc2ccccc2,-3.836
KOKXAPDKXDSOEG-UHFFFAOYSA-L,[Co++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O,-3.684
XEJGJTYRUWUFFD-FNORWQNLSA-N,C/C=C/C(=O)C1C(C)C=CCC1(C)C,-3.198
NEPKLUNSRVEBIX-UHFFFAOYSA-N,O=C(OCC1CO1)c2ccc(cc2)C(=O)OCC3CO3,-2.026
CWRKZMLUDFBPAO-VOTSOKGWSA-N,CCCCC/C=C/CCC=O,-2.848
VVYVUOFMPAXVCH-QDBORUFSSA-L,[Na+].[Na+].CN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(C)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.237
OGRAOKJKVGDSFR-UHFFFAOYSA-N,Cc1cc(C)c(C)c(O)c1,-1.855
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,CC(F)(F)F,-0.623
GJKGAPPUXSSCFI-UHFFFAOYSA-N,CC(C)(O)C(=O)c1ccc(OCCO)cc1,-1.568
LGDSHSYDSCRFAB-UHFFFAOYSA-N,CN=C=S,-0.697
ADCBKYIHQQCFHE-UHFFFAOYSA-N,CN(C(=O)N(C)c1ccccc1)c2ccccc2,-3.126
GJJSUPSPZIZYPM-UHFFFAOYSA-N,O=C1CCCCCCCCCCC(=O)OCCO1,-2.776
PLLBRTOLHQQAQQ-UHFFFAOYSA-N,CC(C)CCCCCCCO,-2.517
TZWGXFOSKIHUPW-UHFFFAOYSA-L,[Co++].CCC([O-])=O.CCC([O-])=O,0.055
GOMAKLPNAAZVCJ-UHFFFAOYSA-N,CCOC(=O)C1OC1c2ccccc2,-1.808
HGDVHRITTGWMJK-UHFFFAOYSA-N,CC(C)CCCC(C)(C)O,-1.804
VHOMAPWVLKRQAZ-UHFFFAOYSA-N,CCC(=O)OCc1ccccc1,-2.004
YASSLXHVJQGNOK-UHFFFAOYSA-N,CC(=O)OC1(CCCCC1)C#C,-2.153
ZMANZCXQSJIPKH-UHFFFAOYSA-N,CCN(CC)CC,0.2
ZXUXEWRICDHNKF-KTKRTIGZSA-N,CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN,-3.337
QMMFVYPAHWMCMS-UHFFFAOYSA-N,CSC,0.274
AFCCDDWKHLHPDF-UHFFFAOYSA-M,[Na+].CNC([S-])=S,-0.114
GUMCAKKKNKYFEB-UHFFFAOYSA-N,Nc1cc(Cl)c(Cl)cc1Cl,-2.756
DCUJJWWUNKIJPH-UHFFFAOYSA-N,Clc1cccc(n1)C(Cl)(Cl)Cl,-3.371
ALKYHXVLJMQRLQ-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2cc1O,-2.697
UEGXXVLLCWTKGN-GIHNHNQOSA-N,C\C=C/C=C.C/C=C/C=C.C1CC=CC1,-5.882
OHRBQTOZYGEWCJ-UHFFFAOYSA-N,CC(C)c1cccc(c1)C(C)CC=O,-3.187
CRBABZUVIKGIMW-UHFFFAOYSA-H,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S](=O)(=O)CCO[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5cc(c(N=Nc6ccc7c(cccc7[S]([O-])(=O)=O)c6[S]([O-])(=O)=O)c(O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.594
IDBYQQQHBYGLEQ-UHFFFAOYSA-N,FC1CC(F)(F)C(F)(F)C1(F)F,-3.297
APQHKWPGGHMYKJ-UHFFFAOYSA-N,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,-7.606
OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC,-2.231
BJIOGJUNALELMI-ONEGZZNKSA-N,COc1cc(\C=C\C)ccc1O,-2.242
POQJHLBMLVTHAU-UHFFFAOYSA-N,Cc1ccc(C=O)cc1C,-1.9
XDXCFDPDYZSCAG-AFHMRPNKSA-N,O.CC([NH3+])c1ccccc1.C[C@@H]2O[C@@H]2[P](O)([O-])=O,-0.126
IINNWAYUJNWZRM-UHFFFAOYSA-L,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,-8.411
DKPFZGUDAPQIHT-UHFFFAOYSA-N,CCCCOC(C)=O,-0.559
MBJAPGAZEWPEFB-UHFFFAOYSA-N,Nc1ccc(c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,-2.337
ZEHYRTJBFMZHCY-UHFFFAOYSA-N,COc1cc(C=O)cc(c1O)[N+]([O-])=O,-2.599
FPUKYOSOAAPHTN-UHFFFAOYSA-N,CCN(CC)c1cccc(NC(C)=O)c1,-2.502
YEXPOXQUZXUXJW-UHFFFAOYSA-N,O=[Pb],-6.586
OPNUROKCUBTKLF-UHFFFAOYSA-N,Cc1ccccc1NC(N)=Nc2ccccc2C,-3.361
PJZFNEYJOZUEGS-UHFFFAOYSA-N,CCCC(CC)COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-7.525
PDSNLYSELAIEBU-UHFFFAOYSA-N,CC1(C)CCCC2(C)C3CCC(C13)C2=C,-5.748
YNMSDIQQNIRGDP-UHFFFAOYSA-N,Oc1ccccc1C(=O)OCCc2ccccc2,-3.728
UMVMVEZHMZTUHD-UHFFFAOYSA-N,CC(COC(=O)c1ccccc1)OC(=O)c2ccccc2,-4.06
QORWJWZARLRLPR-UHFFFAOYSA-H,[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-0.345
YEVACTAGDANHRH-UHFFFAOYSA-N,CCC(C)(C)C1CCCCC1OC(C)=O,-4.02
ZHOOOLQOWQVYOE-UHFFFAOYSA-N,N#C[C](=[C]1CC[CH2]CC1)c2ccccc2,-3.417
DCOPUUMXTXDBNB-UHFFFAOYSA-N,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,-4.661
BSNKHEKTRWNNAC-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(CCc2ccc(cc2)[N+]([O-])=O)cc1,-4.69
ISAVYTVYFVQUDY-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(O)cc1,-3.671
IGFHQQFPSIBGKE-UHFFFAOYSA-N,CCCCCCCCCc1ccc(O)cc1,-4.386
JXHSJUAPWJKPLE-UHFFFAOYSA-N,COc1ccc(cc1[N+]([O-])=O)C(=O)Nc2ccc(cc2)C(N)=O,-4.413
PFKRTWCFCOUBHS-UHFFFAOYSA-N,[Cl-].CCCCCCCCCCCCCCCCCC[NH+](C)C,-2.871
JRMUNVKIHCOMHV-UHFFFAOYSA-M,[Br-].CCCC[N+](CCCC)(CCCC)CCCC,-1.105
PLLZRTNVEXYBNA-UHFFFAOYSA-L,[OH-].[OH-].[Cd++],-1.065
KCFGCDSNSLCBLY-IOLMCIFPSA-N,Fc1ccc2O[C@@H](CCc2c1)[C@@H]3CO3.Fc4ccc5O[C@@H](CCc5c4)[C@H]6CO6.Fc7ccc8O[C@H](CCc8c7)[C@@H]9CO9.Fc%10ccc%11O[C@H](CCc%11c%10)[C@H]%12CO%12,-7.326
GLZPCOQZEFWAFX-JXMROGBWSA-N,CC(C)=CCC\C(C)=C\CO,-1.667
ABDKAPXRBAPSQN-UHFFFAOYSA-N,COc1ccccc1OC,-1.305
IBCDZZHMNXXYAP-UHFFFAOYSA-N,Nc1cnn(CCO)c1N.O[S](O)(=O)=O,-0.443
XWPWZOJBTOJEGW-UHFFFAOYSA-L,[Na+].[Na+].[O-][S](=O)(=O)c1cccc(c1)[S]([O-])(=O)=O,0.218
WTLBZVNBAKMVDP-UHFFFAOYSA-N,CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,-1.746
ICBJCVRQDSQPGI-UHFFFAOYSA-N,CCCCCCOC,-1.212
TZGFQIXRVUHDLE-UHFFFAOYSA-N,[O-][N+](=O)c1cc(ccc1Cl)C(F)(F)F,-3.549
UREBDLICKHMUKA-DVTGEIKXSA-N,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.198
HQQPOVNESMNPNH-UHFFFAOYSA-N,CC(C)c1ccc(cc1)C(C)CC=O,-3.162
DMXUBGVVJLVCPB-UHFFFAOYSA-N,CC1CC(=CC(C)C1CO)C,-1.238
KRLBLPBPZSSIGH-CSKARUKUSA-N,CC/C(C)=C/CCC(C)(O)C=C,-2.374
YNOWBNNLZSSIHM-UHFFFAOYSA-N,O=C(OCC1CO1)c2ccc(C(=O)OCC3CO3)c(c2)C(=O)OCC4CO4,-2.294
GPMLJOOQCIHFET-UHFFFAOYSA-N,CC1CC(C)(CO1)c2ccccc2,-2.697
YXAGIRHBJJLWHW-UHFFFAOYSA-N,CCCCC(CC)C(=O)OCC,-2.912
MCJGNVYPOGVAJF-UHFFFAOYSA-N,Oc1cccc2cccnc12,-1.664
FTXPZBYCIGOUHZ-WPJWCKLJSA-K,[Na+].[Na+].[Na+].CCN(c1cccc(c1)[S](=O)(=O)CCO[S]([O-])(=O)=O)c2nc(Cl)nc(Nc3ccc4C(=O)C(=N/Nc5ccc(OC)cc5[S]([O-])(=O)=O)\C(=Cc4c3)[S]([O-])(=O)=O)n2,-2.022
UGZADUVQMDAIAO-UHFFFAOYSA-L,[OH-].[OH-].[Zn++],-1.065
QZYDOKBVZJLQCK-UHFFFAOYSA-N,CCOc1ccccc1OCC,-2.369
IAQRGUVFOMOMEM-ONEGZZNKSA-N,C\C=C\C,-1.078
HEBKCHPVOIAQTA-UHFFFAOYSA-N,OCC(O)C(O)C(O)CO,0.77
RRHGJUQNOFWUDK-UHFFFAOYSA-N,CC(=C)C=C,-1.532
XWNMFDCGCAFWHB-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCCNCCCNCCCNCCCN,-2.962
PRNCMAKCNVRZFX-UHFFFAOYSA-N,CC(C)CCCC(C)CCO,-2.457
CMXLXDYHEIIMLD-UHFFFAOYSA-L,[Na+].[Na+].CCN1C(=C(N=Nc2ccc(cc2)[S](=O)(=O)c3ccc(cc3)N=NC4=C(O)N(CC)C(=O)C(=C4C)C[S]([O-])(=O)=O)C(=C(C[S]([O-])(=O)=O)C1=O)C)O,-1.121
KWOLFJPFCHCOCG-UHFFFAOYSA-N,CC(=O)c1ccccc1,-1.102
WSTQLNQRVZNEDV-CSKARUKUSA-N,CCCCCC(O)C(/C)=C/CC,-2.585
XUPYJHCZDLZNFP-UHFFFAOYSA-N,CCCCOC(=O)CCC,-1.75
XNGIFLGASWRNHJ-UHFFFAOYSA-N,OC(=O)c1ccccc1C(O)=O,-1.576
USPJNXWHVJTDJW-UHFFFAOYSA-N,O=CC1CCC2C3CCC(C3)C12,-2.397
SPTHWAJJMLCAQF-UHFFFAOYSA-N,CC(C)c1ccccc1C(C)C.OO,-2.279
NXXYKOUNUYWIHA-UHFFFAOYSA-N,Cc1cccc(C)c1O,-1.249
WUAPFZMCVAUBPE-UHFFFAOYSA-N,[Re],-6.858
DYUQAZSOFZSPHD-UHFFFAOYSA-N,CCC(O)c1ccccc1,-0.826
ABXGMGUHGLQMAW-UHFFFAOYSA-N,CC(=O)c1cccc(c1)C(F)(F)F,-2.677
KQCMTOWTPBNWDB-UHFFFAOYSA-N,Nc1ccc(Cl)cc1Cl,-2.028
KGEKLUUHTZCSIP-HOSYDEDBSA-N,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,-3.121
NBOCQTNZUPTTEI-UHFFFAOYSA-N,NN[S](=O)(=O)c1ccc(Oc2ccc(cc2)[S](=O)(=O)NN)cc1,-2.853
HKSVWJWYDJQNEV-UHFFFAOYSA-K,[Sr++].[O-][P]([O-])([O-])=O,-0.248
FDBJNQUXZRDJHC-KQQUZDAGSA-N,CC/C=C/CC/C=C/C=C,-4.598
ORTVZLZNOYNASJ-UPHRSURJSA-N,OC\C=C/CO,1.234
RBFPEAGEJJSYCX-UHFFFAOYSA-N,CCOCCOCCOCCOC(=O)C(C)=C,-0.871
HSHGZXNAXBPPDL-HZGVNTEJSA-N,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O,-1.519
GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(O)=O,-2.675
NNPPMTNAJDCUHE-UHFFFAOYSA-N,CC(C)C,-1.343
IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,-1.389
OTMSDBZUPAUEDD-UHFFFAOYSA-N,CC,0.769
DDFGFKGJBOILQZ-UHFFFAOYSA-N,CC1(C)C2CC=C(CCC=O)C1C2,-2.589
XQXPVVBIMDBYFF-UHFFFAOYSA-N,OC(=O)Cc1ccc(O)cc1,-1.264
HFNGYHHRRMSKEU-UHFFFAOYSA-N,COc1ccc(COC(C)=O)cc1,-1.897
KVBCYCWRDBDGBG-UHFFFAOYSA-N,[H+].[NH4+].[F-].[F-],-1.765
GZVHEAJQGPRDLQ-UHFFFAOYSA-N,Nc1nc(N)nc(n1)c2ccccc2,-2.466
LAIJAUHBAWLPCO-UHFFFAOYSA-N,CC(C)(C)C1CCC(CC1)OC(=O)C=C,-4.03
KWVKCGGJLLNVSC-UHFFFAOYSA-N,Brc1ccc(Br)c(C=C)c1,-3.853
FBLAHUMENIHUGG-UHFFFAOYSA-N,Cc1ccccc1NC(=O)c2cc3ccccc3cc2O,-5.31
USYMCUGEGUFUBI-UHFFFAOYSA-N,COC(=O)c1nc(Cl)c(Cl)nc1N,-2.662
XMFOQHDPRMAJNU-UHFFFAOYSA-N,O1[Pb]O[Pb]2O[Pb]1O2,-7.451
YMGHPIVBMBXPCR-NXVVXOECSA-N,CCCCCCCC\C=C/CCCCCCCC(=O)N(CCCC)CCCC,-6.98
IAXXETNIOYFMLW-UHFFFAOYSA-N,CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,-4.178
GJQIMXVRFNLMTB-UHFFFAOYSA-N,CCCCCCCCCOC(C)=O,-3.407
DXACIACMWHJFHD-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC.CCCCCCCCCCCC(CC)CCCCCCC(CC)CCCCCCC.CCC1CCC(CC)CC1.Cc2cccc(C)c2.C3CCC4CC5CCCCC5CC4C3.c6ccc7ccccc7c6.c8ccc9cc%10ccccc%10cc9c8,-5.533
PBMFOKZETGSLTK-UHFFFAOYSA-N,CCCCCCCCCCCCCC.CCc1ccccc1.c2ccccc2.c3ccc4ccccc4c3.c5ccc6cc7ccccc7cc6c5,-5.976
UFWIBTONFRDIAS-UHFFFAOYSA-N,c1ccc2ccccc2c1,-2.848
NUQDJSMHGCTKNL-UHFFFAOYSA-N,Oc1ccccc1C(=O)OC2CCCCC2,-3.166
XMGQYMWWDOXHJM-JTQLQIEISA-N,CC(=C)[C@@H]1CCC(=CC1)C,-4.024
UZJQQWFHPLYECS-SFECMWDFSA-N,CC\C=C/CCOC(=O)C\C=C/CC,-3.675
DKGAZBPXLWEBPI-SLHNCBLASA-N,CC[C@]12CC[C@H]3[C@@H](CCC4=C3CC=C(C4)OC)[C@@H]1CC[C@@H]2O,-5.011
ARIWANIATODDMH-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC(O)CO,-2.992
DXGLGDHPHMLXJC-UHFFFAOYSA-N,COc1ccc(c(O)c1)C(=O)c2ccccc2,-3.79
YBUIAJZFOGJGLJ-UHFFFAOYSA-N,CC1CCC2C(C)(C)C3CC12CC(=C3C)C(C)=O,-4.499
MTZQAGJQAFMTAQ-UHFFFAOYSA-N,CCOC(=O)c1ccccc1,-1.681
XMIIGOLPHOKFCH-UHFFFAOYSA-N,OC(=O)CCc1ccccc1,-1.281
WTEVQBCEXWBHNA-JXMROGBWSA-N,CC(C)=CCC\C(C)=C\C=O,-2.128
JTHVYOIHZNYRCC-UHFFFAOYSA-N,CCCCCCC1CCCC1=O,-2.87
CTLDWNVYXLHMAS-UHFFFAOYSA-N,CC(C)C(=O)C(C)(C)CC=C(C)C,-3.336
GZGSEMRMKBBQGA-UHFFFAOYSA-N,Oc1ccc(C=C)cc1C=C,-2.135
FZCQMIRJCGWWCL-UHFFFAOYSA-N,Nc1ccc(Cl)cc1O,-1.316
SHSGDXCJYVZFTP-UHFFFAOYSA-N,CCOc1ccc(cc1)C(O)=O,-1.808
RYZCLUQMCYZBJQ-UHFFFAOYSA-H,[OH-].[OH-].[Pb++].[Pb++].[Pb++].[O-]C([O-])=O.[O-]C([O-])=O,-1.577
ITNMAZSPBLRJLU-UHFFFAOYSA-N,Nc1c(Cl)cc(cc1Cl)C(F)(F)F,-3.305
HCYAFALTSJYZDH-UHFFFAOYSA-N,CNCCCN1c2ccccc2CCc3ccccc13,-3.321
OWEGWHBOCFMBLP-UHFFFAOYSA-N,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2ccnc2,-3.592
YSRSBDQINUMTIF-UHFFFAOYSA-N,CCCCCCCCC(O)CO,-1.402
RQXTZKGDMNIWJF-UHFFFAOYSA-N,CCC(C)C1CCCCC1=O,-2.193
BGKAKRUFBSTALK-UHFFFAOYSA-N,COc1cc(C=O)ccc1OC(=O)C(C)C,-2.549
YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,-1.686
ZZUKBDPLHIIUFR-JEBHESKQSA-L,[Sr++].Cc1cc(N\N=C/2C(=O)C(=Cc3ccccc23)C([O-])=O)c(cc1Cl)[S]([O-])(=O)=O,-2.443
RSIHSRDYCUFFLA-DYKIIFRCSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O,-4.038
NWMCCMGWYCKNJR-UHFFFAOYSA-N,CCc1ccc(CC(C)(C)C#N)cc1,-3.386
OVISMSJCKCDOPU-UHFFFAOYSA-N,ClCCCCCCCl,-3.348
BALAUIYKESNHDW-UHFFFAOYSA-N,CCC(=O)OC1C=CC2C3CCC(C3)C12,-3.52
DLRJIFUOBPOJNS-UHFFFAOYSA-N,CCOc1ccccc1,-1.637
JEDYYFXHPAIBGR-UHFFFAOYSA-N,CN1C(=O)N(C(=O)C=C1C(F)(F)F)c2ccc(Cl)c(c2)C(=O)OC(C)(C)C(=O)OCC=C,-6.559
FYMCOOOLDFPFPN-UHFFFAOYSA-K,[Fe+3].Cc1ccc(cc1)[S]([O-])(=O)=O.Cc2ccc(cc2)[S]([O-])(=O)=O.Cc3ccc(cc3)[S]([O-])(=O)=O,-0.396
VUFZVGQUAVDKMC-UHFFFAOYSA-N,C=CCOC(=O)COc1ccccc1,-2.135
UKFWSNCTAHXBQN-UHFFFAOYSA-N,[NH4+].[I-],-0.118
BVEGEKOBSPXUJS-UHFFFAOYSA-N,OC(=O)CCCCC(O)=O.C1CNCCN1,-0.414
CISVVDNATRQDNU-UHFFFAOYSA-N,CN[S](=O)(=O)c1cc(OC)c(N)cc1OC,-2.182
DZHMRSPXDUUJER-UHFFFAOYSA-N,NC(N)=O.O[P](O)(O)=O,-0.706
XSQUKJJJFZCRTK-UHFFFAOYSA-N,NC(N)=O,-1.02
SILNNFMWIMZVEQ-UHFFFAOYSA-N,O=C1Nc2ccccc2N1,-1.986
FYOFOKCECDGJBF-UHFFFAOYSA-N,[Fe].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+],-2.178
IQGIEMYBDGDBMR-UHFFFAOYSA-N,CC(CCOC(=O)C=C)CCOC(=O)C=C,-2.649
PNPCRKVUWYDDST-UHFFFAOYSA-N,Nc1cccc(Cl)c1,-1.25
XKCLIPLFEJSOAT-UHFFFAOYSA-N,CC(=O)OC1CCC2CCCCC2C1,-3.245
TVWGHFVGFWIHFN-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(C)c1cc(C)cc(C)c1O,-7.599
LPIQUOYDBNQMRZ-UHFFFAOYSA-N,C1CC=CC1,-1.599
XZAXQWXHBDKYJI-UHFFFAOYSA-N,OC(=O)CC(C[P]1(=O)Oc2ccccc2c3ccccc13)C(O)=O,-3.316
LRPCLTPZMUIPFK-UHFFFAOYSA-N,C.O[S](O)(=O)=O,-1.423
WMIYKQLTONQJES-UHFFFAOYSA-N,FC(F)(F)C(F)(F)F,-1.79
MMLYERLRGHVBEK-WQLSENKSSA-N,CC(C)=CCC\C(C)=C/CCC=O,-3.289
QIWKUEJZZCOPFV-UHFFFAOYSA-N,CC(=C)C(=O)Oc1ccccc1,-2.275
UTYYEGLZLFAFDI-UHFFFAOYSA-L,[Co++].CC([O-])=CC(C)=O.CC([O-])=CC(C)=O,-0.308
SGAWOGXMMPSZPB-UHFFFAOYSA-N,CC1=C(C=O)C(C)(C)CC=C1,-1.525
VMZVBRIIHDRYGK-UHFFFAOYSA-N,CN(C)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-3.35
OAFJAALOFJVHMK-UHFFFAOYSA-N,CC(=O)CC(C)(C)C1CCCCC1,-3.237
NOOLISFMXDJSKH-UHFFFAOYSA-N,CC(C)C1CCC(C)CC1O,-1.861
KYYSIVCCYWZZLR-UHFFFAOYSA-N,[Co++].[O-][Mo]([O-])(=O)=O,-1.349
ATGUVEKSASEFFO-UHFFFAOYSA-N,Nc1ccc(Nc2ccccc2)cc1,-2.522
LNODIGSABOGNBQ-UHFFFAOYSA-N,CCC(C)C(=O)N(C)c1ccccc1,-2.39
ZLNAFSPCNATQPQ-UHFFFAOYSA-N,CO[Si](C)(OC)C=C,-0.794
DFPAKSUCGFBDDF-UHFFFAOYSA-N,NC(=O)c1cccnc1,-0.817
ZVNPWFOVUDMGRP-UHFFFAOYSA-N,CNc1ccc(O)cc1.CNc2ccc(O)cc2.O[S](O)(=O)=O,-1.931
VOBHRQFELWTZFS-DXVNCNPQSA-K,[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1ccc2c(c1)C=C(C(=O)/C2=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.75
TUAMRELNJMMDMT-UHFFFAOYSA-N,Cc1cc(C)cc(O)c1,-1.425
DAKWPKUUDNSNPN-UHFFFAOYSA-N,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,-3.053
PTTPXKJBFFKCEK-UHFFFAOYSA-N,CC(C)CC(=O)CC(C)C,-2.16
ZYEMGPIYFIJGTP-UHFFFAOYSA-N,COc1ccc(CC=C)cc1OC,-2.663
KYARBIJYVGJZLB-UHFFFAOYSA-N,Nc1ccc2c(O)cc(cc2c1)[S](O)(=O)=O,-2.222
FFVVMXXUKCHQFS-UHFFFAOYSA-K,[Al+3].[O-]c1ccc2cc(ccc2c1N=Nc3ccc(cc3)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.715
IVEVYZAZHQVESM-UHFFFAOYSA-N,CCCCCC1=C(CCC1CC(=O)OC)OC(C)=O,-3.387
BBDKZWKEPDTENS-UHFFFAOYSA-N,C=CC1CCC=CC1,-3.331
QUQPHWDTPGMPEX-QJBIFVCTSA-N,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,-2.712
BITAPBDLHJQAID-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCCN(CCO)CCO,-4.016
RJIFVNWOLLIBJV-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(C(=O)OCCCC)c(c1)C(=O)OCCCC,-5.493
FFAQILVGBAELHN-UHFFFAOYSA-N,CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(O)cc4,-4.07
KBQVDAIIQCXKPI-UHFFFAOYSA-N,CO[Si](CCCOC(=O)C=C)(OC)OC,-1.587
KJIOQYGWTQBHNH-UHFFFAOYSA-N,CCCCCCCCCCCO,-3.087
MLPBXDBEWJPBBI-UHFFFAOYSA-N,[Ba++].[O-][B][O-],-1.907
PSGCQDPCAWOCSH-BOURZNODSA-N,CC1(C)[C@H]2CC[C@]1(C)C(C2)OC(=O)C=C,-3.686
IZMJMCDDWKSTTK-UHFFFAOYSA-N,O=C1C(c2ccc3ccccc3n2)C(=O)c4ccccc14,-5.419
BRQMAAFGEXNUOL-UHFFFAOYSA-N,CCCCC(CC)COC(=O)OOC(C)(C)C,-4.14
JWCYDYZLEAQGJJ-UHFFFAOYSA-N,CO[Si](OC)(C1CCCC1)C2CCCC2,-3.832
DABQKEQFLJIRHU-UHFFFAOYSA-N,CC1CC(CC(C)(C)C1)OC(=O)C(C)=C,-3.839
SRGBNANKQPZXFZ-UHFFFAOYSA-N,CCCC=O.Nc1ccccc1,-1.598
GPYYEEJOMCKTPR-UHFFFAOYSA-L,[Zn++].CCCCCCCCCCCC([O-])=O.CCCCCCCCCCCC([O-])=O,-5.288
CDCSRZWJRXOXLQ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=O.NCCNCCNCCNCCN,-2.594
IEPWIPZLLIOZLU-ONEGZZNKSA-N,CC/C=C/CCOC(=O)c1ccccc1O,-3.213
NFLGAXVYCFJBMK-BDAKNGLRSA-N,CC(C)[C@@H]1CC[C@@H](C)CC1=O,-2.065
MIIADZYPHVTLPR-UHFFFAOYSA-N,COC(=O)c1ccc(cc1[N+]([O-])=O)C(O)=O,-2.597
AUHZEENZYGFFBQ-UHFFFAOYSA-N,Cc1cc(C)cc(C)c1,-2.889
